location_id,location_ods_code,location_name,care_home,location_type,location_primary_inspection_category,location_street_address,location_address_line_2,location_city,location_post_code,location_local_authority,location_region,location_nhs_region,location_onspd_ccg_code,location_onspd_ccg,location_commissioning_ccg_code,location_commissioning_ccg_name,service_population_group,domain,latest_rating,publication_date,report_type,inherited_rating_y_n,url,provider_id,provider_name,brand_id,brand_name,pc_norm,latitude,longitude,easting,northing,constituency,district,ward_name,lsoa_name,lsoa_code,imd,imd_decile
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Requires improvement,04/07/2023,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Requires improvement,04/07/2023,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Requires improvement,04/07/2023,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,16/11/2019,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,16/11/2019,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-132660184,VLVL2,Consensus Support Services Limited - Shrewsbury,Y,Social Care Org,Residential social care,24 Main Road,Dorrington,Shrewsbury,SY5 7JW,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,16/11/2019,Location,N,http://www.cqc.org.uk/location/1-132660184,1-119235696,Consensus Support Services Limited,-,-,SY57JW,52.62269,-2.773495,347735,303051,South Shropshire,Shropshire,Burnell,Shropshire 028A,E01028950,22142,7
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,02/08/2019,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,02/08/2019,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,02/08/2019,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Requires improvement,10/02/2021,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Requires improvement,10/02/2021,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435632,VLA2C,The Bungalow,Y,Social Care Org,Residential social care,115 Cross Keys Lane,Hadley,Telford,TF1 5LR,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Requires improvement,10/02/2021,Location,N,http://www.cqc.org.uk/location/1-133435632,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15LR,52.703434,-2.489099,367048,311864,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009E,E01014143,6842,3
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,17/04/2019,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,17/04/2019,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,17/04/2019,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Requires improvement,11/03/2021,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Requires improvement,11/03/2021,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435701,VLA2D,The Crescent,Y,Social Care Org,Residential social care,48 Castle Street,Hadley,Telford,TF1 5RA,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Requires improvement,11/03/2021,Location,N,http://www.cqc.org.uk/location/1-133435701,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF15RA,52.706424,-2.47667,367890,312191,The Wrekin,Telford and Wrekin,Hadley & Leegomery,Telford and Wrekin 009C,E01014141,13813,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,18/04/2019,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Requires improvement,07/05/2021,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Requires improvement,07/05/2021,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Requires improvement,07/05/2021,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Requires improvement,07/05/2021,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-133435770,VLA1T,Faycroft,Y,Social Care Org,Residential social care,New Street,St George's,Telford,TF2 9AP,Telford and Wrekin,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Requires improvement,07/05/2021,Location,N,http://www.cqc.org.uk/location/1-133435770,1-102642692,CareTech Community Services Limited,BD141,BRAND CareTech Community Services,TF29AP,52.695797,-2.437108,370556,310992,Telford,Telford and Wrekin,St Georges,Telford and Wrekin 013B,E01014186,15273,5
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Overall,Not applicable,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Well-led,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Responsive,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Caring,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Effective,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Dental,Safe,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Not applicable,,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-1338393864,V07185,Monkmoor Dental Practice,N,Primary Dental Care,Dentists,54 Monkmoor Road,,Shrewsbury,SY2 5AU,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Regulations met,03/03/2025,Location,N,http://www.cqc.org.uk/location/1-1338393864,1-1320503517,Monkmoor Dental Practice Limited,-,-,SY25AU,52.710767,-2.736343,350350,312822,Shrewsbury,Shropshire,Underdale,Shropshire 018E,E01028988,19899,7
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134152055,VL52L,Old Vicarage Nursing Home,Y,Social Care Org,Residential social care,Station Road,Gobowen,Oswestry,SY11 3JS,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Good,28/03/2020,Location,N,http://www.cqc.org.uk/location/1-134152055,1-101672010,Sure Care (UK) Limited,-,-,SY113JS,52.893514,-3.037677,330286,333401,North Shropshire,Shropshire,Selattyn & Gobowen,Shropshire 003C,E01028912,7031,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134234218,VLA11,Weston House Residential Home,Y,Social Care Org,Residential social care,Green End,,Whitchurch,SY13 1AJ,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Good,20/10/2018,Location,N,http://www.cqc.org.uk/location/1-134234218,1-126778041,Springcare (Weston) Limited,BD347,BRAND Springcare Group,SY131AJ,52.969339,-2.679758,354445,341548,North Shropshire,Shropshire,Whitchurch North,Shropshire 001A,E01028891,7723,3
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Safe,Requires improvement,17/04/2025,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Effective,Good,01/03/2019,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Caring,Good,01/03/2019,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Responsive,Good,01/03/2019,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Well-led,Requires improvement,17/04/2025,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
1-134399874,VLMJH,Beech House Nursing Home,Y,Social Care Org,Residential social care,Wollerton,,Market Drayton,TF9 3NB,Shropshire,West Midlands,Midlands,E38000257,"NHS Shropshire, Telford and Wrekin CCG",,,Overall,Overall,Requires improvement,17/04/2025,Location,N,http://www.cqc.org.uk/location/1-134399874,1-126778147,Ash Paddock Homes Limited,BD347,BRAND Springcare Group,TF93NB,52.864415,-2.559193,362451,329806,The Wrekin,Shropshire,Hodnet,Shropshire 013B,E01028870,14906,5
